A61K47,A61P31,C07D417,A61P9,A61B5,A61M31,C12Q1,A61P35,C12N15,A61K38,C12P21,A61F2,G01N33,C07D413,A61P25,A61K39,A61P37,C12N5,C07D487,A61M5,A61K35,C07D403,A61B17,C07K14,A61K9,A61K45,C07K16,C07D471,A61K31,C07D401,abstract,ID
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Methods, devices, and medicaments that include trospium are provided for use in the treatment of bladder dysfunction by locally administering the trospium into the bladder to achieve a sustained concentration of trospium in urine in the bladder sufficient to produce a therapeutic concentration of trospium in bladder tissue. The drug may be delivered into the bladder from an intravesical drug delivery device inserted into the bladder, wherein the device continuously releases the drug into the urine in the bladder over an extended period of hours or days.",US20150182516A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"Pharmaceutical compositions showing the ability to inhibit or suppress replication of a filovirus in an individual are disclosed. The disclosed compositions are useful for treating, reventing, or reducing the spread of infections by filovirus. A method includes administering at least one agent of the present disclosure to an individual infected with or exposed to a filovirus, wherein the step of administering is carried out for a suitable time period so that the individual is treated; and determining whether the individual has been treated, wherein the step of determining includes one of measuring an inhibition in viral replication, measuring a decrease in viral load, or reducing at least one symptom associated with the filovirus.",US20160113954A1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"The invention relates to a process for reconstitution of a solid form of a pharmaceutical composition, comprising the following successive steps: (i) providing the solid form of the pharmaceutical composition in a sealed container, the pressure within the container being an initial pressure (pi,) comprised between 0.5 Pa and 1.2×105 Pa; (ii) at a first time point (t0) introducing the solvent into said sealed container and maintaining the resulting pressure (pr) within the container during a controlled time Δt1; and (iii) at a second time point (t2) increasing the pressure within the container to a controlled pressure (p2) higher than said resulting pressure (pr) until complete reconstitution.",US10376467B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A bone cement injection device whereby bone cement is inserted through the skin and into bone, and can easily be separated during outflow of the bone cement into the blood vessels and spinal canal and curing. An outer insertion member has an outer needle tube having one end that is sharpened to be inserted through the skin and into bone and a partially closed part where the cross-sectional area of the internal space is reduced. A main hand grip is integrally formed on the other end of the outer needle tube and has a fastening part able to be fastened to a bone cement supply. An inner insertion member includes an inner needle rod for insertion into the other end part of the outer needle tube which opens through the main hand grip, and an auxiliary hand grip which is integrally formed on the inner needle rod.",US8926624B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Compositions comprising a fatty acid oil mixture and at least one free fatty acid, and uses thereof are disclosed. Further disclosed are preconcentrates capable of forming a self-nanoemulsifying drug delivery system (SNEDDS), a self-microemulsifying drug delivery system (SMEDDS) or self-emulsifying drug delivery systems (SEDDS) in an aqueous solution. Preferred fatty acids are eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA) in a form chosen from ethyl ester and triglyceride.",US11523999B2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"A series of 6,7-dihydro[1,3]thiazolo[5,4-c]pyridin-4(5H)-one derivatives, and analogues thereof, which are substituted in the 2-position by an optionally substituted morpholin-4-yl moiety, being selective inhibitors of PI3 kinase enzymes, are accordingly of benefit in medicine, for example in the treatment of inflammatory, autoimmune, cardiovascular, neurodegenerative, metabolic, oncological, nociceptive or ophthalmic conditions.",US20100137302A1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,This disclosure provides modified cytosine deaminases (CDs). The disclosure further relates to cells and vector expressing or comprising such modified CDs and methods of using such modified CDs in the treatment of disease and disorders.,US8722867B2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Provided are a deuterium-substituted dehydrophenylahistin-like compound, preparation method thereof and use in a preparation of antitumor drugs. The deuterium-substituted dehydrophenylahistin-like compound has a structure of general formula (I), and a synthesis method thereof comprises: firstly conducting a condensation reaction of diacetyldiketopiperazine and an aldehyde intermediate a or a deuterated aldehyde compound b to form a heterocyclic compound c or a deuterium-containing heterocyclic compound d, which is then subjected to a condensation reaction with benzaldehyde and a deuterium-substituted benzaldehyde-like compound to form the deuterium-substituted dehydrophenylahistin-like compound. Also provided are a highly effective deuterated aldehyde intermediate with a high deuterium substitution rate and a deuterium-containing heterocycle intermediate, and a synthesis method thereof. An experiment shows that the deuterium-substituted dehydrophenylahistin-like compound provided by the present invention has an effect on tubulin depolymerization and can treat a refractory solid tumor or lymphoma. The present invention provides a method for researching and developing antitumor drugs of the related compound.",US10434098B2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The present invention disclose a method for detection CPV 2a, 2b, and 2c in a sample by detecting VP2 gene. The signals can be detected by both fluorescent detection system and lateral flow immunochromatographic assay. The second object of this present invention is to provide a method to discriminate the wild type from the vaccine type. The first approach to achieve this object is discriminating wild type from vaccine type by SNP 36, which could be used on both fluorescent detection system and lateral flow immunochromatographic assay. The second approach to achieve this object is discriminating wild type from vaccine type by SNP 899 and SNP 963.",US20180155797A1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"The application relates to a series of 2-imino-6-methylhexahydropyrimidin-4-one derivatives and 3-imino-5-methyl-1,2,4-thiadiazinane 1,1-dioxide derivatives of formula (I), substituted by an arylaminophenyl or heteroarylaminophenyl moiety. The compounds are potent inhibitors of the growth and propagation of the Plasmodium falciparum parasite in human blood and thus useful as pharmaceutical agents for the treatment of malaria.
",US11479546B2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Provided are an FGFR4 inhibitor having the structure of formula (1), and a preparation method therefor and the use thereof. The compound has a very strong inhibitory effect on FGFR4 kinase activity and has a very high selectivity, and can be widely used in the preparation of a drug for treating cancers, especially prostate cancer, liver cancer, pancreatic cancer, esophageal carcinomas, gastric cancer, lung cancer, breast cancer, ovarian carcinomas, colon cancer, skin cancer, glioblastomas or rhabdomyosarcomas, and is expected to be developed into a new generation of FGFR4 inhibitor drugs.
",US20220348573A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"There is provided a cassette unit that is suitable for use with an auto-injector having an electrically powered drive unit. The cassette unit has a housing defining a cassette unit housing cavity and a needle projection aperture. The cassette unit housing cavity is arranged for receipt of a syringe that is suitable for use in the injected delivery of drug to a patient. The cassette unit includes a removable cap that in a capping position fits over and thereby, acts such as to close off, the needle projection aperture. The cassette unit includes a cap lock feature movable from a first cap locking position in which it prevents removal of the removable cap from the capping position with the cassette unit to a second cap non-locking position in which it no longer prevents such cap removal.",US20140358084A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"This invention is in the area of improved anti-aP2 antibodies and antigen binding agents, and compositions thereof, which target the lipid chaperone aP2/FABP4 (referred to as “aP2”) for use in treating disorders such as diabetes, obesity, cardiovascular disease, fatty liver disease, and/or cancer, among others. In one aspect, improved treatments for aP2 mediated disorders are disclosed in which serum aP2 is targeted and the biological activity of aP2 is neutralized or modulated using low-binding affinity aP2 monoclonal antibodies, providing lower fasting blood glucose levels, improved systemic glucose metabolism, increased systemic insulin sensitivity, reduced fat mass, reduced liver steatosis, reduced cardiovascular disease and/or a reduced risk of developing cardiovascular disease.",US20160319003A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"A series of substituted [1,2,4]triazolo[4,3-b]pyridazine derivatives of formula (I), being potent modulators of human TNFa activity, are accordingly of benefit in the treatment and/or prevention of various human ailments, including autoimmune and inflammatory disorders; neurological and neurodegenerative disorders; pain and nociceptive disorders; cardiovascular disorders; metabolic disorders; ocular disorders; and oncological disorders.",US20170129894A1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"The present invention relates to a polypeptide, a process for the production thereof and a use thereof. The polypeptide of the present invention has excellent adhesion effect and is highly stable in an aqueous solution. Endotoxins can be more easily removed from the product of the polypeptide.",US20200165319A1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Disclosed are a bisdiazabicyclo compound for treating and/or preventing hepatitis virus-related diseases or disorders, a method for treating and/or preventing hepatitis virus-related diseases or disorders by using the bisdiazabicyclo compound, and a use of the bisdiazabicyclo compound in the preparation of a drug for treating and/or preventing hepatitis virus-related diseases or disorders, and/or eliminating or mitigating hepatitis virus-related diseases or disorders.",US20210290594A1
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,"Provided is an antibody that specifically recognizes IL-13RA2, which can be used in the manufacture of a targeting anti-tumor medicament as well as a medicament for diagnosing a tumor.",US20190359723A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"An orthopedic bone plate constructed from shape memory material provides the ability to move from an open shape to a compressed shape and create compression on two bones or bone fragments to encourage healing. The plate may be any number of shapes, with two or more screws anchoring the plate to bone. The plate is affixed to bone in a sequence of steps that involve first placing the plate on an insertion tool, attaching drill guide tubes, placing the plate over bone, drill holes in bone, and then attaching the plate to the bone via screws. The insertion tool can then be removed at the surgeon's convenience allowing compression on the two bones.",US20160317202A1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Provided are a human PD-1 knockdown siRNA, a recombinant expression CAR-T vector, a preparation method thereof, and an application of the same, A PD-1 knockdown siRNA expression cassette and an siRNA expression product thereof can be applied to a CAR-T therapy of multiple myeloma (MM) for eliminating or alleviating a tumor immune escape mechanism, and in the suppression of an immune escape mechanism in a CAR-T therapy of a tumor, such as pancreatic cancer, brain glioma, and myeloma.",US20190218559A1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,This disclosure relates to replication competent viral vectors for treating cell proliferative disorders. The disclosure further relates to the use of such replication competent viral vectors for delivery and expression of a heterologous nucleic acid in normal and diseased tissues and methods and compositions that facilitate such delivery and expression to tissues in vivo and in vitro. The disclosure further relates to replication competent retroviral vectors for these uses and in conjunction with methods and compositions that facilitate in vivo therapeutics.,US9669049B2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"The current invention relates to a new pharmaceutical formulation, in particular to a pharmaceutical formulation comprising a protein, more particularly an antibody as an active ingredient.",US20180028652A1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A detection device for detecting analytes in liquid specimen is provided. The detection device comprises: a specimen chamber for collecting or storing a liquid specimen; a detecting chamber for containing a detecting element; and a through hole for transferring the liquid specimen between the specimen chamber and the detecting chamber. The through hole can be opened or self-sealed. The sealing or opening of the through hole controls whether or not the liquid specimen in the specimen chamber enters the detecting chamber via the through hole. Furthermore, a detection method is provided.",US10073088B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"A series of pyrazolo[3,4-b]pyridine derivatives that are substituted at the 4-position by a diaza monocyclic, bridged bicyclic or spirocyclic moiety, being selective inhibitors of phosphatidylinositol-4-kinase IIIβ (PI4KIIIβ) activity, are beneficial in the treatment and/or prevention of various human ailments, including inflammatory, autoimmune and oncological disorders; viral diseases and malaria; and organ and cell transplant rejection.",US10087180B2
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"A hybridoma cell line NM002-1 secreting an anti-human pancreatic cancer monoclonal antibody and deposited under CCTCC Accession NO: C201173. Also, an anti-human pancreatic cancer monoclonal antibody NJ002-1 secreted by the hybridoma cell line NM002-1 and use thereof.",US10444237B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Provided is a cassette unit suitable for use with an auto-injector having an electrically powered drive unit. The cassette unit comprises a cassette unit housing defining a cassette unit housing cavity, a rearward entrance to said cavity and a forward needle projection aperture. The housing cavity may receive a syringe comprising a barrel; a needle at a front end of the barrel; and a plunger that is axially movable within the barrel. The cassette unit also comprises in capping relationship with the rearward entrance of the cassette unit housing, a cassette unit end-cap, said cassette unit end-cap defining a drive rod-receiving opening for receipt of a drive rod for providing forward axial drive to said plunger; and a biasing element defining a biasing relationship between the cassette unit end-cap and an end flange of the syringe barrel, thereby urging the syringe forwards in relation to the cassette unit end cap.",US9757521B2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"The present invention relates to a bromodomain inhibitor. Provided are a compound represented by general formula I or a pharmaceutically acceptable salt, enantiomer, diastereomer, atropisomer, racemate, polymorph, solvate, or isotopically labeled compound (including deuterium substitution) thereof, a preparation method of the same, a pharmaceutical composition comprising the same, and a pharmaceutical use thereof.
",US20200354371A1
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"The invention relates to a method of obtaining an antibody with a desired function, the method comprising: a) bringing a population of B cells into contact with a capturing agent; b) separating the captured B cells from the uncaptured B cells; c) culturing a plurality of captured B cells wherein said B cells have not been sorted into single B cells immediately prior to culturing; d) screening a plurality of the cultured cells to identify cells capable of producing an antibody with the desired function; and e) obtaining the desired antibody therefrom.",US20070009959A1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A bilirubin sensor has a working electrode with a first chemical matrix disposed thereon that contains a binder, a substrate electrode with a second chemical matrix dispose thereon that contains a binder and a chemical agent that consumes bilirubin, a reference electrode, a sample chamber containing the working electrode, the substrate electrode and the reference electrode, and a method of measuring bilirubin in a body fluid.",US7749766B2
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,"A series of quinoline and quinoxaline derivatives, substituted by an optionally substituted bicyclic heteroaryl moiety consisting of two fused six-membered aromatic rings attached via an alkylene chain optionally linked to a heteroatom, being selective inhibitors of PI3 kinase enzymes, are accordingly of benefit in medicine, for example in the treatment of inflammatory, autoimmune, cardiovascular, neurodegenerative, metabolic, oncological, nociceptive or ophthalmic conditions.",US20130012517A1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"There is provided herein a supra mitral device for mitral/tricuspid valve repair in a subject in need thereof, the device comprising: a main body portion having essentially annular D-shape with an eccentric opening, such that a posterior section of said main body portion is wider than an anterior section of said main body portion, said posterior section of said main body portion configured for coverage and attachment to essentially the whole section of the posterior leaflet of the mitral valve which faces the left atrium on systole, thereby preventing and/or reducing mitral regurgitation, wherein said posterior section of said main body portion is made of a pliable material, adapted to stiffen after implantation of the device.",US11458017B2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A medical barrier includes a sheet of unsintered substantially unexpanded hydrophilic polytetraflouroethylene (PTFE) polymer material having a density in a range of about 1.2 gm/cc to about 2.3 gm/cc, and preferably in the range of about 1.45 gm/cc to about 1.55 gm/cc, and having at least one textured surface. In accordance with one embodiment, the sheet has one textured surface and one substantially smooth surface, and has substantially uniform strength in all directions.",US20050102036A1
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"A method of measuring the relative position of a bone implant within a bone in a patient to detect movement between the implant and bone is provided, wherein one or more radiopaque bone markers have been implanted into the bone through a cannulated implant within the bone and one or more radiopaque implant markers have been implanted into the implant. The method comprises: i) determining a first relative position of the bone marker to the implant marker under a first parameter; and ii) determining a second relative position of the bone marker to the implant marker under a second parameter, wherein a change in the position of the bone marker relative to the implant marker from the first relative position to the second relative position is indicative of movement of either the implant or the bone.",US9622712B2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This disclosure describes manufacturing of a device configured to guide bone and tissue regeneration for a bone defect. A method may include receiving a three-dimensional digital model or scan representing an anatomical feature to be repaired, generating a simulated membrane using the three-dimensional model, the simulated membrane being configured to cover the anatomical feature to be repaired, generating a digital two-dimensional flattened version of the simulated membrane, and generating code or instructions configured to cause a three-dimensional printer or milling device to produce a trimming guide that includes an opening corresponding to the flattened version of the simulated membrane and that further includes a cut-out configured to hold a premanufactured membrane. The trimming guide may be operative as a guide for marking or cutting the premanufactured membrane through the opening while the premanufactured membrane is held in the cut-out.",US11607317B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Disclosed is a monoclonal antibody capable of inducing a specific biological reaction through the binding of the monoclonal antibody to a CD20 antigen on the surface of a cell. A monoclonal antibody having a high binding affinity to an extracellular epitope of a CD20 antigen and also having biological activities including a cell growth inhibitory activity is cloned. The monoclonal antibody is chimerized or humanized to develop a therapeutic agent for a disease in which B cells are involved.,US20090197330A1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The present invention provides an albumin-binding compound essentially of the following elements: a spacer group, a water-soluble bridging group, a fatty acid chain and an acidic group characterised in that the acidic group is attached to the distal end of the fatty acid chain. The invention also provides an albumin-binding compound to which one or more biologically active moieties are attached.",US7910618B2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"The present disclosure relates methods for identifying antibodies that binds to an antigen in primates. In certain embodiments, the method comprises the steps of: a) obtaining a population of antibody-producing B cells from a primate that has been immunized by an antigen; b) obtaining from the population of antibody-producing B-cells (i) a plurality of antibody heavy chain sequences and (ii) a plurality of antibody light chain sequences; c) grouping the obtained plurality of antibody heavy chain sequences into at least one heavy chain group, wherein the antibody heavy chain sequences in the heavy chain group are related in lineage; d) grouping the obtained plurality of antibody light chain sequences into at least one light chain group, wherein the antibody light chain sequences in the light chain group are related in lineage; e) selecting the heavy chain group and the light chain group; f) pairing a heavy chain sequence from the heavy chain group and a light chain sequence from the light chain group; and e) testing a candidate antibody comprising the heavy and light chain sequences for binding to the antigen.",US20170146551A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,"A series of tricyclic benzimidazole derivatives, in particular dihydro-1H-imidazo [1,2-a]benzimidazole, dihydro-1H-pyrrolo [1,2-a]benzimidazole, dihydro-1H-pyrazino[1,2-a]benzimidazole, dihydro-1H-[1,4]oxazino[4,3-a]benzimidazole and dihydrothiazolo[3,4-a]benzimidazolem, and analogs thereof, being potent modulators of human TNFa activity, are accordingly of benefit in the treatment and/or prevention of various human ailments, including autoimmune and inflammatory disorders; neurological and neurodegenerative disorders; pain and nociceptive disorders; cardiovascular disorders; metabolic disorders; ocular disorders; and oncological disorders.",US9932343B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"An orthopedic fixation system includes a sterile packaged implant kit and a sterile packaged instrument kit. The sterile packaged implant kit includes at least one surgical implant, an insertion device, and an implant package adapted to receive the at least one surgical implant and the insertion device therein. The implant package maintains the at least one surgical implant and the insertion device sterile after sterilization of the sterile packaged implant kit. The sterile packaged instrument kit includes one or more instruments necessary to use the sterile packaged implant kit and an instrument package adapted to receive the one or more instruments therein. The instrument package maintains the one or more instruments sterile after sterilization of the sterile packaged instrument kit.",US20140014553A1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"An antiviral nucleoside reverse transcriptase inhibitor compound as shown in formula (I), and a pharmaceutically acceptable salt, a stereoisomer, a solvate, a hydrate, a crystal form or an isotopic derivative of the compound. A preparation method therefor, a pharmaceutical composition thereof, and a use thereof in the preparation of a drug for treating and/or preventing viral infectious diseases, such as human immunodeficiency virus (HIV) and hepatitis B virus (HBV).
",US11447512B2
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"The present application provides a compound of Formula (I) as an inhibitor against wild-type EGFR and/or mutant EGFR, which may be used for treating human non-small cell lung cancer individually or in combination with other therapeutic agent(s). The compound of Formula (I) of the present application may be used for treating patients of drug-resistant human non-small cell lung cancer harboring wild-type EGFR and/or EGFR T790M mutation and/or EGFR L858R mutation and/or EGFR delE746_A750 mutation.
",US10781214B2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Provided are a human type 55 replication defective adenovirus vector, a method for preparing the same and uses thereof. The human type 55 replication defective adenovirus vector is prepared by the following method: knocking out E1 and E3 genes from Ad55, substituting the open reading frame 6 or the open reading frames 2, 3, 4, 6, and 6/7 of E4 gene in Ad55 genome with the corresponding open reading frames of Ad5 genome. In addition, an exogenous gene expression cassette may also be integrated into the E1 gene region of Ad55.",US20180179554A1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,An ophthalmic drug delivery system that contains phospholipid and cholesterol for prolonging drug lifetime in the eyes.,US20110033468A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Disclosed are a 2-aminopyrimidine compound and pharmaceutical composition and use thereof. The structure of the 2-aminopyrimidine compound is as represented by formula I, in the formula, R1, R2, R3, R4, R5, X, Y, Z, W, (i) being as defined in the specification and the claims. Such compounds effectively inhibit the growth of a variety of tumor cells and have inhibitory effects on EGFR and IGF1R protease, and can be used for preparing antineoplastic drugs and overcome the tolerance induced by the existing drugs such as gefitinib, erlotinib and the like. The compound has selectivity for tumors, in particular the wild-type non-small cell lung cancer and have good pharmacokinetic characteristics.",US20170283398A1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"The invention provides compositions of novel high penetration compositions (HPC) or high penetration prodrugs (HPP) of retinoids and retinoid-related compounds, which are capable of crossing biological barriers with high penetration efficiency. The HPPs are capable of being converted to parent active drugs or drug metabolites after crossing the biological barrier and thus can render treatments for the conditions that the parent drugs or metabolites can. Additionally, the HPPs are capable of reaching areas that parent drugs may not be able to access or to render a sufficient concentration at the target areas and therefore render novel treatments. The HPPs can be administered to a subject through various administration routes, e.g., locally delivered to an action site of a condition with a high concentration or systematically administered to a biological subject and enter the general circulation with a faster rate.",US11786497B2
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"A polycrystalline form of a dehydrophenylahistin-like compound, and a manufacturing and purification method and application thereof A (3Z,6Z)-3-benzylidene-6-[(5-tert-butyl-1H-imidazol-4-yl)deuteromethylene]piperazine-2,5-dione monohydrate crystal and a (3Z,6Z)-3-benzylidene-6-[(5-tert-butyl-1H-imidazol-4-yl)methylene]piperazine-2,5-dione monohydrate crystal are more competitive crystalline forms with stable quality. The manufacturing and purification method is simple and easy to operate, and can effectively control the generation of a trans-isomer contaminant to obtain a high purity product. The polycrystalline form of the dehydrophenylahistin-like compound has a certain value in an application for manufacturing an antitumor pharmaceutical product.",US20210002259A1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,An implant insertion device is adapted for use with a shape memory implant. The shape memory implant includes a bridge interconnecting first and second legs. The shape memory implant is movable between a first shape in which the first and second legs are substantially non-parallel and a second shape in which the first and second legs are substantially parallel. The implant insertion device engages the shape memory implant to maintain the shape memory implant in its second shape until the delivery of the shape memory implant into tissue or bone.,US10456131B2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The present invention provides a process for attaching one or more effector molecules to one or more cysteines in a protein comprising: a) activating one or more cysteines in the protein by diafiltering the protein against a monothiol reducing agent or a multi-thiol reducing agent which is incapable of forming intramolecular disulphide bonds and b) reacting the treated protein with an effector molecule.,US8378073B2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Implantable devices and methods for delivery of lidocaine or other drugs to a patient are provided. In one embodiment, the device includes a first drug portion which has a first drug housing which contains a first drug formulation in a solid form which includes a pharmaceutically acceptable salt of lidocaine; and a second drug portion which includes a second drug housing which contains a second drug formulation which includes lidocaine base. In another embodiment, the device includes a drug reservoir component which has an elastic tube having at least one lumen bounded by a porous sidewall having an open-cell structure, a closed-cell structure, or a combination thereof; and a drug formulation contained within the at least one lumen, wherein the device is deformable between a low-profile deployment shape and a relatively expanded retention shape.",US20180071213A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"An implant storage and insertion system for a shape memory orthopedic implant allows the implant to be constrained in a deformed state, protected, insulated, held for insertion, and properly positioned in bone. The implant storage and insertion system includes a restraining block having an impact surface. The restraining block engages an implant at a first end, and further a medical instrument engages the restraining block and positions the restraining block at a bone such that the impact surface may be impacted to insert a second end of the implant into the bone.",US8834483B2
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"An inserter assembly for continuous glucose monitoring with medication delivery capability where the assembly has a deployment button containing a needle deployment mechanism having a sharp held in a pre-release position, a housing body in which the deployment button is movably received within a top end of the housing body, the housing body having a sensor deployment assembly containing a lumen and a sensor disposed within the lumen and extending out of the lumen to a circuit board that is part of the sensor deployment assembly, the sensor deployment assembly matingly connected to the sharp where the sharp extends beyond the sensor deployment assembly and contains the sensor not fixedly attached to the sharp, and a sensor housing releasably received within a lower end of the housing body, the sharp extending into a sensor deployment assembly recess within the sensor housing and directly above a sensor opening in a bottom of the sensor housing.",US20160058471A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"The embodiments relate to compositions useful in the treatment, inhibition or prevention of urinary tract infection in a subject. The compositions comprise a pH increasing agent, a pH decreasing agent and man nose or an analogue thereof. The pH increasing agent and the pH decreasing agent are provided to be alternately administered to the subject.",US20170173058A1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"A series of substituted 1H imidazo[4,5-b]pyridine derivatives of formula (I), being potent modulators of human TNFa activity, are accordingly of benefit in the treatment and/or prevention of various human ailments, including autoimmune and inflammatory disorders; neurological and neurodegenerative disorders; pain and nociceptive disorders; cardiovascular disorders; metabolic disorders; ocular disorders; and oncological disorders.
",US9969729B2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"The present invention relates to a pharmaceutical composition comprising at least one liposome, at least one polyvalent counterion donor or a pharmaceutically acceptable salt thereof, at least one monovalent counterion donor or a pharmaceutically acceptable salt thereof, and an amphipathic therapeutic agent. The present invention also relates to methods of inhibiting cancer cell growth, comprising administering the pharmaceutical composition described herein.",US9700511B2
